PARTY,UCC,SYMBOL,SETCOD,TYP,TOTSALE,DELVSALE,EPI,SALEPENDING,TOTBUY,DELVBUY,SALEVAL,BUYVAL,NETVAL,AVGRATE,NATURE,MINMARGIN
CAA0230,CS786,SPTL,N2022147  ,EQ,0,0,0,0,500,500,0,2125,-2125,4.25,R,425
CAA0278,CAA0278,JSWISPL,N2022148  ,EQ,0,0,0,0,100,100,0,2875,-2875,28.75,R,575
CAA0278,CAA0278,GRAPHITE,N2022148  ,EQ,5,5,0,5,0,0,2182,0,2182,436.40,R,436.40
CAA0302,CAA0302,JSWSTEEL,N2022147  ,EQ,200,100,100,0,100,0,130512.8,65850,64662.80,0,R,0
CAA0302,CAA0302,NTPC,N2022147  ,EQ,300,300,300,0,0,0,47850,0,47850,0,R,0
CAA0302,CAA0302,CHAMBLFERT,N2022147  ,EQ,100,0,0,0,300,200,32020,97602.7,-65582.70,327.91,R,13116.54
CAA0302,CAA0302,TEJASNET,N2022147  ,EQ,0,0,0,0,200,200,0,99619.95,-99619.95,498.10,R,19923.99
CAA0302,CAA0302,POWERGRID,N2022147  ,EQ,200,200,200,0,0,0,44700,0,44700,0,R,0
CAA0302,CAA0302,GRANULES,N2022147  ,EQ,100,0,0,0,200,100,31440,63740,-32300,323,R,6460
CAA0315,CAA0315,ABB,N2022147  ,EQ,0,0,0,0,25,25,0,67245,-67245,2689.80,R,13449
CAA0370,CAA0370,CUMMINSIND,N2022147  ,EQ,0,0,0,0,2,2,0,2363.9,-2363.90,1181.95,R,472.78
CAA0378,CAA0378,NAZARA,N2022147  ,EQ,0,0,0,0,10,10,0,6830.45,-6830.45,683.05,R,1366.09
CAA0399,CAA0399,GREENPANEL,N2022147  ,EQ,0,0,0,0,5,5,0,2243.75,-2243.75,448.75,R,448.75
CAA0399,CAA0399,DIVISLAB,N2022147  ,EQ,0,0,0,0,2,2,0,7600.7,-7600.70,3800.35,R,1520.14
CAA0399,CAA0399,DEEPAKNTR,N2022147  ,EQ,5,5,5,0,0,0,9803.45,0,9803.45,0,R,0
CAA0399,CAA0399,EASEMYTRIP,N2022147  ,EQ,0,0,0,0,40,40,0,15221.5,-15221.50,380.54,R,3044.30
CAA0399,CAA0399,FINEORG,N2022147  ,EQ,0,0,0,0,1,1,0,5631,-5631,5631,R,1126.20
CAA0402,CAA0402,BORORENEW,N2022148  ,EQ,0,0,0,0,2,2,0,1304.6,-1304.60,652.30,R,260.92
CAA0407,CAA0407,ABCAPITAL,N2022147  ,EQ,64,64,64,0,0,0,6739.2,0,6739.20,0,R,0
CAA0407,CAA0407,M&M,N2022147  ,EQ,50,50,50,0,0,0,61920,0,61920,0,R,0
CAB0050,CS675,TATASTEEL,N2022147  ,EQ,0,0,0,0,2000,2000,0,215100,-215100,107.55,R,43020
CAB0050,CS675,TATASTEEL,N2022148  ,EQ,2500,2000,0,2000,500,0,270525,53700,216825,108.41,R,43365
CAB0050,CS675,TATAMOTORS,N2022147  ,EQ,100,0,0,0,600,500,46400,281825,-235425,470.85,R,47085
CAB0050,CS675,DLF,N2022148  ,EQ,0,0,0,0,500,500,0,187957.65,-187957.65,375.92,R,37591.53
CAB0050,CS675,YESBANK,N2022148  ,EQ,1000,1000,0,1000,0,0,16600,0,16600,16.60,R,3320
CAB0050,CS675,HINDALCO,N2022147  ,EQ,1500,0,0,0,2000,500,622430.6,829769.7,-207339.10,414.68,R,41467.82
CAB0050,CS675,HINDALCO,N2022148  ,EQ,2500,0,0,0,4500,2000,1068850,1935940.25,-867090.25,433.55,R,173418.05
CAB0064,CSP,AXISBANK,N2022147  ,EQ,0,0,0,0,100,100,0,73270,-73270,732.70,R,14654
CAD0019,CAD0019,NELCO,N2022148  ,EQ,24,0,0,0,34,10,15521.05,21927.15,-6406.10,640.61,R,1281.22
CAD0019,CAD0019,LT,N2022148  ,EQ,25,0,0,0,35,10,44570.5,62274.5,-17704,1770.40,R,3540.80
CAD0019,CAD0019,JUBLPHARMA,N2022147  ,EQ,90,0,0,0,150,60,31505,52382.5,-20877.50,347.96,R,4175.50
CAD0019,CAD0019,JUBLPHARMA,N2022148  ,EQ,121,21,21,0,100,0,42532.7,35003.3,7529.40,0,R,0
CAD0019,CAD0019,PANACEABIO,N2022148  ,EQ,164,0,0,0,239,75,23015.55,33222.15,-10206.60,136.09,R,2041.32
CAD0019,CAD0019,BEL,N2022147  ,EQ,125,0,0,0,150,25,34643.75,41660,-7016.25,280.65,R,1403.25
CAD0019,CAD0019,BEL,N2022148  ,EQ,55,25,0,25,30,0,15373.5,8325.75,7047.75,281.91,R,1409.55
CAD0019,CAD0019,BLUESTARCO,N2022147  ,EQ,44,0,0,0,45,1,43210.85,43746.8,-535.95,535.95,R,107.19
CAD0019,CAD0019,BLUESTARCO,N2022148  ,EQ,47,36,0,36,11,0,46875.85,10761.7,36114.15,1003.17,R,7222.83
CAD0019,CAD0019,LUPIN,N2022147  ,EQ,126,0,0,0,196,70,79594.8,123638.3,-44043.50,629.19,R,8808.70
CAD0019,CAD0019,LUPIN,N2022148  ,EQ,440,185,30,155,255,0,281237.75,162065.25,119172.50,644.18,R,19969.4460
CAD0019,CAD0019,GODREJCP,N2022147  ,EQ,80,15,15,0,65,0,68363,55154.95,13208.05,0,R,0
CAD0019,CAD0019,GREAVESCOT,N2022147  ,EQ,125,0,0,0,150,25,20653.75,24790,-4136.25,165.45,R,827.25
CAD0019,CAD0019,GREAVESCOT,N2022148  ,EQ,50,0,0,0,100,50,8280,16393.75,-8113.75,162.28,R,1622.75
CAD0019,CAD0019,HEMIPROP,N2022147  ,EQ,425,50,50,0,375,0,45326.25,39650,5676.25,0,R,0
CAD0019,CAD0019,HEMIPROP,N2022148  ,EQ,50,0,0,0,150,100,5267.5,15627.5,-10360,103.60,R,2072
CAD0019,CAD0019,EXIDEIND,N2022147  ,EQ,225,25,25,0,200,0,35452.5,31305,4147.50,0,R,0
CAD0019,CAD0019,JYOTHYLAB,N2022147  ,EQ,162,100,100,0,62,0,28204.2,10828.2,17376,0,R,0
CAD0019,CAD0019,JYOTHYLAB,N2022148  ,EQ,200,0,0,0,275,75,34641.25,47497.85,-12856.60,171.42,R,2571.32
CAD0019,CAD0019,BIOCON,N2022148  ,EQ,355,150,0,150,205,0,110712.25,63648.75,47063.50,313.76,R,9412.70
CAD0019,CAD0019,DIVISLAB,N2022147  ,EQ,36,2,2,0,34,0,137707.45,129854.75,7852.70,0,R,0
CAD0019,CAD0019,DIVISLAB,N2022148  ,EQ,116,12,0,12,104,0,448640.25,402185.75,46454.50,3871.21,R,9290.90
CAD0019,CAD0019,GAIL,N2022147  ,EQ,280,0,0,0,380,100,39032.25,52902,-13869.75,138.70,R,2773.95
CAD0019,CAD0019,GAIL,N2022148  ,EQ,225,0,0,0,325,100,31588.75,45321.25,-13732.50,137.33,R,2746.50
CAD0019,CAD0019,SYNGENE,N2022147  ,EQ,42,0,0,0,50,8,23383.9,27884.5,-4500.60,562.58,R,900.12
CAD0019,CAD0019,SYNGENE,N2022148  ,EQ,58,8,0,8,50,0,32823.1,28196.8,4626.30,578.29,R,925.26
CAD0019,CAD0019,NELCO,N2022147  ,EQ,28,0,0,0,29,1,18464.8,19036.3,-571.50,571.50,R,114.30
CAD0076,CAK6,GRINDWELL,N2022147  ,EQ,10,10,10,0,0,0,19238.5,0,19238.50,0,R,0
CAD0076,CAK6,TATAMOTORS,N2022147  ,EQ,50,50,50,0,0,0,23620,0,23620,0,R,0
CAD0076,CAK6,TITAN,N2022147  ,EQ,25,25,25,0,0,0,59750,0,59750,0,R,0
CAD0076,CAK6,SBIN,N2022148  ,EQ,0,0,0,0,50,50,0,27082.5,-27082.50,541.65,R,5416.50
CAD0076,CAK6,IDFCFIRSTB,N2022148  ,EQ,0,0,0,0,100,100,0,4410,-4410,44.10,R,882
CAD0076,CAK6,TCNSBRANDS,N2022147  ,EQ,100,0,0,0,175,75,60555.75,107183.1,-46627.35,621.70,R,9325.47
CAD0076,CAK6,BAJAJFINSV,N2022147  ,EQ,2,2,2,0,0,0,30584,0,30584,0,R,0
CAD0076,CAK6,UTIAMC,N2022147  ,EQ,0,0,0,0,50,50,0,36200,-36200,724,R,7240
CAD0076,CAK6,ICICIBANK,N2022148  ,EQ,25,25,0,25,0,0,20637.5,0,20637.50,825.50,R,4127.50
CAD0076,CAK6,BAJAJHIND,N2022148  ,EQ,1000,1000,0,1000,0,0,11200,0,11200,11.20,R,2240
CAD0111,CBKG,RCF,N2022148  ,EQ,1000,1000,0,1000,0,0,94000,0,94000,94,R,18800
CAD0111,CBKG,KTKBANK,N2022148  ,EQ,0,0,0,0,1000,1000,0,71900,-71900,71.90,R,14380
CAD0111,CBKG,INDTERRAIN,N2022147  ,EQ,1000,1000,1000,0,0,0,52800,0,52800,0,R,0
CAD0125,CB205,IDBI,N2022147  ,EQ,125,75,75,0,50,0,5000,2035,2965,0,R,0
CAD0125,CB205,ARSHIYA,N2022147  ,EQ,0,0,0,0,50,50,0,661.25,-661.25,13.23,R,132.25
CAD0125,CB205,ARSHIYA,N2022148  ,EQ,0,0,0,0,25,25,0,326.25,-326.25,13.05,R,65.25
CAD0125,CB205,IOB,N2022147  ,EQ,250,250,250,0,0,0,4522.5,0,4522.50,0,R,0
CAD0130,CB340,HEMIPROP,N2022147  ,EQ,0,0,0,0,500,500,0,52990.8,-52990.80,105.98,R,10598.16
CAD0130,CB340,HERANBA,N2022147  ,EQ,0,0,0,0,20,20,0,12054,-12054,602.70,R,2410.80
CAD0130,CB340,MAPMYINDIA,N2022147  ,EQ,0,0,0,0,50,50,0,65925,-65925,1318.50,R,13185
CAD0130,CB340,INFY,N2022148  ,EQ,50,50,0,50,0,0,79985,0,79985,1599.70,R,15997
CAD0137,CBJL,HINDALCO,N2022148  ,EQ,0,0,0,0,100,100,0,42924.5,-42924.50,429.25,R,8584.90
CAD0187,CG148,SBIN,N2022148  ,EQ,0,0,0,0,100,100,0,53633.75,-53633.75,536.34,R,10726.75
CAD0300,CMLN,YESBANK,N2022148  ,EQ,0,0,0,0,11000,11000,0,183650,-183650,16.70,R,36730
CAD0319,CMJL,INFY,N2022148  ,EQ,30,30,0,30,0,0,47992.5,0,47992.50,1599.75,R,9598.50
CAD0319,CMJL,HINDALCO,N2022148  ,EQ,0,0,0,0,100,100,0,42920,-42920,429.20,R,8584
CAD0391,CRJA,HINDALCO,N2022148  ,EQ,0,0,0,0,100,100,0,42915,-42915,429.15,R,8583
CAD0391,CRJA,TITAN,N2022147  ,EQ,250,250,250,0,0,0,605750.9,0,605750.90,0,R,0
CAD0438,CR342,ZYDUSLIFE,N2022148  ,EQ,25,25,0,25,0,0,9067.5,0,9067.50,362.70,R,1813.50
CAD0517,CS1217,SUZLON,N2022148  ,EQ,0,0,0,0,200,200,0,1440,-1440,7.20,R,288
CAD0578,CAD0578,YESBANK,N2022148  ,EQ,5000,5000,0,5000,0,0,83750,0,83750,16.75,R,16750
CAD0612,CS132,POONAWALLA,N2022147  ,EQ,0,0,0,0,400,400,0,111400,-111400,278.50,R,22280
CAD0773,CAD0773,BEL,N2022147  ,EQ,0,0,0,0,100,100,0,27800,-27800,278,R,5560
CAD0781,CAD0781,DEEPAKFERT,N2022148  ,EQ,50,50,0,50,0,0,41750,0,41750,835,R,8350
CAD0830,CAD0830,IRCTC,N2022148  ,EQ,49,49,0,49,0,0,31262.25,0,31262.25,638.01,R,6252.45
CAD0830,CAD0830,JUBLFOOD,N2022148  ,EQ,50,50,0,50,0,0,28427.5,0,28427.50,568.55,R,5685.50
CAD0830,CAD0830,IFBIND,N2022148  ,EQ,27,27,0,27,0,0,26923.15,0,26923.15,997.15,R,5384.63
CAD0830,CAD0830,CESC,N2022148  ,EQ,500,500,0,500,0,0,39841.5,0,39841.50,79.68,R,7968.30
CAD0830,CAD0830,SADBHAV,N2022148  ,EQ,98,98,0,98,0,0,1504.3,0,1504.30,15.35,R,300.86
CAD0830,CAD0830,LAURUSLABS,N2022148  ,EQ,30,30,0,30,0,0,16227,0,16227,540.90,R,3245.40
CAD0885,CAD0885,ECLERX,N2022147  ,EQ,0,0,0,0,25,25,0,60459.15,-60459.15,2418.37,R,12091.83
CAD0885,CAD0885,TIDEWATER,N2022147  ,EQ,0,0,0,0,10,10,0,12010,-12010,1201,R,2402
CAD0885,CAD0885,RELIANCE,N2022148  ,EQ,0,0,0,0,10,10,0,25578,-25578,2557.80,R,5115.60
CAD0888,CAD0888,SWARAJENG,N2022147  ,EQ,0,0,0,0,50,50,0,77750,-77750,1555,R,15550
CAD0888,CAD0888,CONCOR,N2022147  ,EQ,0,0,0,0,50,50,0,35000,-35000,700,R,7000
CAD0888,CAD0888,RSWM,N2022148  ,EQ,0,0,0,0,150,150,0,58950,-58950,393,R,11790
CAD0942,CAD0942,TATASTEEL,N2022148  ,EQ,150,125,0,125,25,0,16233.5,2678.75,13554.75,108.44,R,2710.95
CAD0942,CAD0942,BALAJITELE,N2022147  ,EQ,10,0,0,0,45,35,478,2135,-1657,47.34,R,331.40
CAD0942,CAD0942,BEPL,N2022147  ,EQ,0,0,0,0,25,25,0,2750,-2750,110,R,550
CAD0942,CAD0942,SAIL,N2022148  ,EQ,550,200,0,200,350,0,42640,26754,15886,79.43,R,3177.20
CAD0942,CAD0942,BALRAMCHIN,N2022147  ,EQ,20,0,0,0,60,40,7789.5,23027.25,-15237.75,380.94,R,3047.55
CAD0942,CAD0942,BALRAMCHIN,N2022148  ,EQ,90,0,0,0,100,10,33991,37737,-3746,374.60,R,749.20
CAD0942,CAD0942,INFY,N2022147  ,EQ,21,20,20,0,1,0,32688.8,1549,31139.80,0,R,0
CAD0942,CAD0942,HEG,N2022147  ,EQ,17,0,0,0,22,5,21976.6,28298.75,-6322.15,1264.43,R,1264.43
CAD0942,CAD0942,HEG,N2022148  ,EQ,17,0,0,0,20,3,21764.75,25489.5,-3724.75,1241.58,R,744.95
CAD0942,CAD0942,HFCL,N2022147  ,EQ,40,0,0,0,90,50,2683,6006.25,-3323.25,66.47,R,664.65
CAD0942,CAD0942,HFCL,N2022148  ,EQ,275,0,0,0,300,25,18082.5,19637.5,-1555,62.20,R,311
CAD0942,CAD0942,PATELENG,N2022147  ,EQ,0,0,0,0,60,60,0,1448.85,-1448.85,24.15,R,289.77
CAD0942,CAD0942,PNB,N2022148  ,EQ,0,0,0,0,100,100,0,3320,-3320,33.20,R,664
CAD0942,CAD0942,JAIBALAJI,N2022148  ,EQ,125,0,0,0,357,232,5843.75,16479.55,-10635.80,45.84,R,2127.16
CAD0942,CAD0942,BIOCON,N2022148  ,EQ,370,225,0,225,145,0,115688,44952,70736,314.38,R,14147.20
CAD0942,CAD0942,MSTCLTD,N2022148  ,EQ,0,0,0,0,30,30,0,7482,-7482,249.40,R,1496.40
CAD0942,CAD0942,LICI,N2022147  ,EQ,0,0,0,0,10,10,0,6807.35,-6807.35,680.74,R,1361.47
CAD0942,CAD0942,LICI,N2022148  ,EQ,5,0,0,0,14,9,3365,9420,-6055,672.78,R,1211
CAD0942,CAD0942,YESBANK,N2022147  ,EQ,25,0,0,0,525,500,412.5,8688.75,-8276.25,16.55,R,1655.25
CAD0942,CAD0942,WINDLAS,N2022147  ,EQ,0,0,0,0,5,5,0,1116.75,-1116.75,223.35,R,223.35
CAD0954,CAD0954,BHEL,N2022147  ,EQ,0,0,0,0,100,100,0,5320,-5320,53.20,R,1064
CAD0992,CAD0992,VASCONEQ,N2022148  ,EQ,0,0,0,0,2000,2000,0,46450,-46450,23.23,R,9290
CAD0992,CAD0992,HEMIPROP,N2022148  ,EQ,0,0,0,0,300,300,0,31090,-31090,103.63,R,6218
CAD0992,CAD0992,HEMIPROP,N2022147  ,EQ,200,0,0,0,250,50,21240,26282.5,-5042.50,100.85,R,1008.50
CAD0992,CAD0992,LICI,N2022148  ,EQ,0,0,0,0,10,10,0,6720.5,-6720.50,672.05,R,1344.10
CAD1088,CAD1088,TEJASNET,N2022148  ,EQ,0,0,0,0,10,10,0,5099.25,-5099.25,509.93,R,1019.85
CAD1088,CAD1088,ADANIPORTS,N2022148  ,EQ,0,0,0,0,12,12,0,9821.3,-9821.30,818.44,R,1964.26
CAD1088,CAD1088,M&MFIN,N2022147  ,EQ,0,0,0,0,25,25,0,4718.75,-4718.75,188.75,R,943.75
CAD1103,CAD1103,SPECIALITY,N2022148  ,EQ,1000,1000,0,1000,0,0,195100,0,195100,195.10,R,39020
CAD1103,CAD1103,STEELXIND,N2022147  ,EQ,0,0,0,0,2000,2000,0,30800,-30800,15.40,R,6160
CAD1103,CAD1103,SPECIALITY,N2022147  ,EQ,2139,0,0,0,3139,1000,412805,595995,-183190,183.19,R,36638
CAD1103,CAD1103,SPICEJET,N2022147  ,EQ,10000,10000,10000,0,0,0,468100,0,468100,0,R,0
CAD1184,CAD1184,INFY,N2022148  ,EQ,0,0,0,0,10,10,0,15956,-15956,1595.60,R,3191.20
CAD1184,CAD1184,M&M,N2022148  ,EQ,0,0,0,0,16,16,0,20103.9,-20103.90,1256.49,R,4020.78
CAD1184,CAD1184,RCF,N2022148  ,EQ,0,0,0,0,200,200,0,18550,-18550,92.75,R,3710
CAD1184,CAD1184,GUJALKALI,N2022148  ,EQ,0,0,0,0,25,25,0,20075,-20075,803,R,4015
CAD1184,CAD1184,SKFINDIA,N2022147  ,EQ,5,5,5,0,0,0,21528.95,0,21528.95,0,R,0
CAD1184,CAD1184,INFIBEAM,N2022148  ,EQ,0,0,0,0,1000,1000,0,16150,-16150,16.15,R,3230
CAD1184,CAD1184,SHARDACROP,N2022148  ,EQ,0,0,0,0,40,40,0,21174,-21174,529.35,R,4234.80
CAD1184,CAD1184,531902,N2022648  ,EQ,0,0,0,0,300,300,0,19665,-19665,65.55,3,3933
CAD1184,CAD1184,CCL,N2022148  ,EQ,0,0,0,0,40,40,0,17582.9,-17582.90,439.57,R,3516.58
CAD1184,CAD1184,KEI,N2022148  ,EQ,0,0,0,0,15,15,0,20910,-20910,1394,R,4182
CAD1184,CAD1184,INDIAMART,N2022148  ,EQ,0,0,0,0,5,5,0,22342.5,-22342.50,4468.50,R,4468.50
CAD1184,CAD1184,POLYCAB,N2022148  ,EQ,0,0,0,0,10,10,0,23767.75,-23767.75,2376.78,R,4753.55
CAD1184,CAD1184,EASEMYTRIP,N2022148  ,EQ,0,0,0,0,55,55,0,22654.5,-22654.50,411.90,R,4530.90
CAD1184,CAD1184,ADSL,N2022148  ,EQ,0,0,0,0,150,150,0,17693.15,-17693.15,117.95,R,3538.63
CAD1184,CAD1184,TIMETECHNO,N2022148  ,EQ,0,0,0,0,200,200,0,20917.8,-20917.80,104.59,R,4183.56
CAD1184,CAD1184,ADANIPOWER,N2022148  ,EQ,0,0,0,0,60,60,0,20907,-20907,348.45,R,4181.40
CAD1184,CAD1184,DEEPAKFERT,N2022148  ,EQ,0,0,0,0,25,25,0,20680,-20680,827.20,R,4136
CAD1184,CAD1184,VOLTAMP,N2022148  ,EQ,0,0,0,0,5,5,0,18005,-18005,3601,R,3601
CAD1184,CAD1184,AMIORG,N2022148  ,EQ,0,0,0,0,15,15,0,15433.5,-15433.50,1028.90,R,3086.70
CAD1184,CAD1184,LTI,N2022148  ,EQ,0,0,0,0,5,5,0,24414,-24414,4882.80,R,4882.80
CAD1184,CAD1184,INTELLECT,N2022148  ,EQ,0,0,0,0,30,30,0,18413.75,-18413.75,613.79,R,3682.75
CAD1184,CAD1184,GABRIEL,N2022148  ,EQ,0,0,0,0,150,150,0,21075,-21075,140.50,R,4215
CAD1184,CAD1184,ELECON,N2022148  ,EQ,0,0,0,0,60,60,0,20550,-20550,342.50,R,4110
CAD1184,CAD1184,AUBANK,N2022148  ,EQ,0,0,0,0,30,30,0,18948,-18948,631.60,R,3789.60
CAD1184,CAD1184,MAYURUNIQ,N2022148  ,EQ,0,0,0,0,50,50,0,21542.7,-21542.70,430.85,R,4308.54
CAD1184,CAD1184,MAYURUNIQ,N2022147  ,EQ,50,50,50,0,0,0,21040,0,21040,0,R,0
CAD1184,CAD1184,HLEGLAS,N2022148  ,EQ,0,0,0,0,7,7,0,24793.65,-24793.65,3541.95,R,4958.73
CAD1184,CAD1184,REDINGTON,N2022148  ,EQ,0,0,0,0,150,150,0,21195,-21195,141.30,R,4239
CAD1184,CAD1184,HINDALCO,N2022148  ,EQ,0,0,0,0,50,50,0,21477.5,-21477.50,429.55,R,4295.50
CAD1184,CAD1184,PCBL,N2022147  ,EQ,150,150,150,0,0,0,18420,0,18420,0,R,0
CAD1184,CAD1184,PRECAM,N2022148  ,EQ,0,0,0,0,150,150,0,19929.6,-19929.60,132.86,R,3985.92
CAD1206,CAD1206,SPECIALITY,N2022148  ,EQ,1000,1000,0,1000,0,0,192800.9,0,192800.90,192.80,R,38560.18
CAD1218,CAD1218,BCG,N2022148  ,EQ,25,25,0,25,0,0,1070,0,1070,42.80,R,214
CAD1235,CAD1235,HDFCBANK,N2022148  ,EQ,0,0,0,0,500,500,0,719813.7,-719813.70,1439.63,R,143962.74
CAD1253,CAD1253,INFY,N2022148  ,EQ,20,20,0,20,0,0,32010,0,32010,1600.50,R,6402
CAD1303,CAD1303,JKTYRE,N2022148  ,EQ,180,180,180,0,0,0,23940,0,23940,0,R,0
CAD1303,CAD1303,RCF,N2022148  ,EQ,390,289,289,0,101,0,36558,9226.95,27331.05,0,R,0
CAD1325,CAD1325,TATACOFFEE,N2022147  ,EQ,2250,2250,2250,0,0,0,515250,0,515250,0,R,0
CAD1325,CAD1325,TATACONSUM,N2022147  ,EQ,225,225,225,0,0,0,182845,0,182845,0,R,0
CAD1325,CAD1325,VLSFINANCE,N2022147  ,EQ,0,0,0,0,245,245,0,35341.25,-35341.25,144.25,R,7068.25
CAD1372,CAD1372,VAIBHAVGBL,N2022147  ,EQ,2000,2000,2000,0,0,0,610048,0,610048,0,R,0
CAD1372,CAD1372,AWL,Z2022148  ,BE,200,200,0,200,0,0,138000,0,138000,690,Z,27600
CAD1372,CAD1372,RBA,N2022147  ,EQ,0,0,0,0,5000,5000,0,618953.75,-618953.75,123.79,R,123790.75
CAD1377,CAD1377,532841,N2022147  ,EQ,40,40,40,0,0,0,17400.35,0,17400.35,0,R,0
CAD1377,CAD1377,NIITLTD,N2022147  ,EQ,0,0,0,0,50,50,0,18107.5,-18107.50,362.15,R,3621.50
CAD1384,CAD1384,RECLTD,N2022148  ,EQ,0,0,0,0,100,100,0,13200,-13200,132,R,2640
CAD1384,CAD1384,COALINDIA,N2022148  ,EQ,0,0,0,0,100,100,0,20800,-20800,208,R,4160
CAD1462,CAD1462,TATASTEEL,N2022147  ,EQ,0,0,0,0,510,510,0,54748.5,-54748.50,107.35,R,10949.70
CAD1531,CAD1531,541601,N2022148  ,EQ,0,0,0,0,130,130,0,2405,-2405,18.50,R,481
CAD1531,CAD1531,SPICEJET,N2022147  ,EQ,100,100,100,0,0,0,4680,0,4680,0,R,0
CAD1547,CAD1547,JINDALSTEL,N2022148  ,EQ,770,770,0,770,0,0,303380,0,303380,394,R,60676
CAD1589,CAD1589,RUCHIRA,N2022147  ,EQ,0,0,0,0,500,500,0,68000,-68000,136,R,13600
CAD1589,CAD1589,SUBEXLTD,N2022148  ,EQ,0,0,0,0,1000,1000,0,39200,-39200,39.20,R,7840
CAD1589,CAD1589,DHANI,N2022147  ,EQ,0,0,0,0,1000,1000,0,46900,-46900,46.90,R,9380
CAD1623,CAD1623,GABRIEL,N2022148  ,EQ,33,33,0,33,0,0,4620,0,4620,140,R,924
CAD1669,CAD1669,LSIL,N2022148  ,EQ,4000,4000,0,4000,0,0,62600,0,62600,15.65,R,12520
CAD1693,CAD1693,YESBANK,N2022148  ,EQ,90,90,0,90,0,0,1498.5,0,1498.50,16.65,R,299.70
CAD1741,CAD1741,INDIANB,N2022147  ,EQ,0,0,0,0,150,150,0,26677.5,-26677.50,177.85,R,5335.50
CAD1768,CAD1768,GATI,N2022148  ,EQ,0,0,0,0,2000,2000,0,320000,-320000,160,R,64000
CAD1773,CAD1773,BALRAMCHIN,N2022147  ,EQ,0,0,0,0,1,1,0,380.75,-380.75,380.75,R,76.15
CAD1773,CAD1773,GNFC,N2022147  ,EQ,151,151,151,0,0,0,113233,0,113233,0,R,0
CAD1779,CAD1779,WANBURY,Z2022148  ,BE,0,0,0,0,50,50,0,3447.5,-3447.50,68.95,Z,689.50
CAD1780,CAD1780,ITC,N2022147  ,EQ,0,0,0,0,10,10,0,3060.5,-3060.50,306.05,R,612.10
CAD1780,CAD1780,TECHM,N2022147  ,EQ,3,3,3,0,0,0,3126.75,0,3126.75,0,R,0
CAD1820,CAD1820,IRB,N2022148  ,EQ,25,25,0,25,0,0,6225,0,6225,249,R,1245
CAD1820,CAD1820,CGPOWER,N2022147  ,EQ,50,50,50,0,0,0,11500,0,11500,0,R,0
CAD1820,CAD1820,BEML,N2022147  ,EQ,5,5,5,0,0,0,7135.75,0,7135.75,0,R,0
CAD1848,CAD1848,LICHSGFIN,N2022148  ,EQ,0,0,0,0,40,40,0,14880,-14880,372,R,2976
CAD1848,CAD1848,GUJALKALI,N2022147  ,EQ,20,20,20,0,0,0,16000,0,16000,0,R,0
CAD1848,CAD1848,GLENMARK,N2022148  ,EQ,90,90,0,90,0,0,33750,0,33750,375,R,6750
CAD1924,CAD1924,HINDALCO,N2022148  ,EQ,0,0,0,0,100,100,0,42920,-42920,429.20,R,8584
CAD1976,CAD1976,RPOWER,N2022147  ,EQ,0,0,0,0,2000,2000,0,26000,-26000,13,R,5200
CAD1998,CAD1998,BLISSGVS,N2022148  ,EQ,0,0,0,0,100,100,0,8175.9,-8175.90,81.76,R,1635.18
CAD1998,CAD1998,NDTV,N2022148  ,EQ,30,30,0,30,0,0,9090,0,9090,303,R,1818
CAD2006,CAD2006,BDL,N2022148  ,EQ,0,0,0,0,21,21,0,17724,-17724,844,R,3544.80
CAD2007,CAD2007,ZOMATO,N2022147  ,EQ,0,0,0,0,100,100,0,5335,-5335,53.35,R,1067
CAD2007,CAD2007,UMAEXPORTS,N2022147  ,EQ,0,0,0,0,50,50,0,2812.5,-2812.50,56.25,R,562.50
CAD2019,CAD2019,TATASTEEL,N2022147  ,EQ,0,0,0,0,50,50,0,5345,-5345,106.90,R,1069
CAD2069,CAD2069,TRENT,N2022147  ,EQ,500,500,500,0,0,0,653250.6,0,653250.60,0,R,0
CAD2100,CAD2100,SUZLON,N2022148  ,EQ,800,800,0,800,0,0,5760,0,5760,7.20,R,1152
CAD2110,CAD2110,HSCL,N2022148  ,EQ,500,500,0,500,0,0,43850,0,43850,87.70,R,8770
CAD2143,CAD2143,ACCELYA,N2022147  ,EQ,0,0,0,0,50,50,0,53540.3,-53540.30,1070.81,R,10708.06
CAD2143,CAD2143,504176,N2022147  ,EQ,25,0,0,0,50,25,50725,100000,-49275,1971,R,9855
CAD2162,CAD2162,ESSENTIA,Z2022648  ,BE,0,0,0,0,5000,5000,0,31500,-31500,6.30,4,6300
CAD2162,CAD2162,SUBEXLTD,N2022148  ,EQ,0,0,0,0,2000,2000,0,78150,-78150,39.08,R,15630
CAD2162,CAD2162,SUBEXLTD,N2022147  ,EQ,0,0,0,0,2000,2000,0,66600,-66600,33.30,R,13320
CAD2174,CAD2174,SPAL,N2022148  ,EQ,0,0,0,0,30,30,0,12342.55,-12342.55,411.42,R,2468.51
CAD2174,CAD2174,DEEPAKNTR,N2022148  ,EQ,5,5,5,0,0,0,10075,0,10075,0,R,0
CAD2174,CAD2174,TATACOMM,N2022147  ,EQ,35,35,35,0,0,0,37522,0,37522,0,R,0
CAD2177,CAD2177,GMDCLTD,N2022147  ,EQ,0,0,0,0,200,200,0,35360,-35360,176.80,R,7072
