PARTY,UCC,SYMBOL,SETCOD,TYP,TOTSALE,DELVSALE,EPI,SALEPENDING,TOTBUY,DELVBUY,SALEVAL,BUYVAL,NETVAL,AVGRATE,NATURE,MINMARGIN
LZG0127,LZG0127,AEGISCHEM,N2022148  ,EQ,0,0,0,0,70,70,0,18900,-18900,270,R,3780
LZG0128,LZG0128,AEGISCHEM,N2022148  ,EQ,0,0,0,0,110,110,0,29733,-29733,270.30,R,5946.60
LZG0128,LZG0128,APOLLOTYRE,N2022147  ,EQ,0,0,0,0,130,130,0,29252,-29252,225.02,R,5850.40
LZG0130,LZG0130,AEGISCHEM,N2022148  ,EQ,0,0,0,0,200,200,0,54097.3,-54097.30,270.49,R,10819.46
LZG0130,LZG0130,APOLLOTYRE,N2022147  ,EQ,0,0,0,0,240,240,0,54000,-54000,225,R,10800
LZG0131,LZG0131,APOLLOTYRE,N2022147  ,EQ,0,0,0,0,240,240,0,54000,-54000,225,R,10800
LZG0131,LZG0131,AEGISCHEM,N2022148  ,EQ,0,0,0,0,200,200,0,54100,-54100,270.50,R,10820
LZG0132,LZG0132,APOLLOTYRE,N2022147  ,EQ,0,0,0,0,240,240,0,54000,-54000,225,R,10800
LZG0132,LZG0132,AEGISCHEM,N2022148  ,EQ,0,0,0,0,200,200,0,54100,-54100,270.50,R,10820
LZG0133,LZG0133,AEGISCHEM,N2022148  ,EQ,0,0,0,0,700,700,0,189697,-189697,271,R,37939.40
LZG0133,LZG0133,APOLLOTYRE,N2022147  ,EQ,0,0,0,0,850,850,0,191802.5,-191802.50,225.65,R,38360.50
LZG0134,LZG0134,AEGISCHEM,N2022147  ,EQ,0,0,0,0,2620,2620,0,711592,-711592,271.60,R,142318.40
LZG0134,LZG0134,APOLLOTYRE,N2022147  ,EQ,0,0,0,0,3150,3150,0,712593,-712593,226.22,R,142518.60
LZG0136,LZG0136,APOLLOTYRE,N2022147  ,EQ,0,0,0,0,90,90,0,20188.1,-20188.10,224.31,R,4037.62
LZG0136,LZG0136,AEGISCHEM,N2022148  ,EQ,0,0,0,0,70,70,0,18900,-18900,270,R,3780
LZG0137,LZG0137,APOLLOTYRE,N2022147  ,EQ,0,0,0,0,140,140,0,31500,-31500,225,R,6300
LZG0137,LZG0137,AEGISCHEM,N2022148  ,EQ,0,0,0,0,120,120,0,32436,-32436,270.30,R,6487.20
LZG0138,LZG0138,AEGISCHEM,N2022148  ,EQ,0,0,0,0,110,110,0,29733,-29733,270.30,R,5946.60
LZG0138,LZG0138,APOLLOTYRE,N2022147  ,EQ,0,0,0,0,130,130,0,29250,-29250,225,R,5850
LZG0139,LZG0139,APOLLOTYRE,N2022147  ,EQ,0,0,0,0,610,610,0,137585.5,-137585.50,225.55,R,27517.10
LZG0139,LZG0139,AEGISCHEM,N2022148  ,EQ,0,0,0,0,510,510,0,138062.05,-138062.05,270.71,R,27612.41
LZG0140,LZG0140,ADANIPOWER,N2022148  ,EQ,0,0,0,0,720,720,0,249840,-249840,347,R,49968
LZG0141,LZG0141,AEGISCHEM,N2022148  ,EQ,0,0,0,0,430,430,0,116456.9,-116456.90,270.83,R,23291.38
LZG0141,LZG0141,APOLLOTYRE,N2022147  ,EQ,0,0,0,0,520,520,0,116999.45,-116999.45,225,R,23399.89
LZG0142,LZG0142,APOLLOTYRE,N2022147  ,EQ,0,0,0,0,20,20,0,4487,-4487,224.35,R,897.40
LZG0143,LZG0143,APOLLOTYRE,N2022147  ,EQ,0,0,0,0,420,420,0,94500,-94500,225,R,18900
LZG0143,LZG0143,AEGISCHEM,N2022148  ,EQ,0,0,0,0,350,350,0,94809.75,-94809.75,270.89,R,18961.95
LZG0144,LZG0144,AEGISCHEM,N2022148  ,EQ,0,0,0,0,460,460,0,124540.4,-124540.40,270.74,R,24908.08
LZG0144,LZG0144,APOLLOTYRE,N2022147  ,EQ,0,0,0,0,560,560,0,126000,-126000,225,R,25200
LZG0145,LZG0145,APOLLOTYRE,N2022147  ,EQ,0,0,0,0,70,70,0,15708,-15708,224.40,R,3141.60
LZG0145,LZG0145,AEGISCHEM,N2022148  ,EQ,0,0,0,0,60,60,0,16200,-16200,270,R,3240
LZS0020,LZS0020,PAYTM,N2022147  ,EQ,0,0,0,0,2,2,0,1484,-1484,742,R,296.80
LZS0021,LZS0021,IOB,N2022147  ,EQ,90,90,90,0,0,0,1624.5,0,1624.50,0,R,0
LZS0023,LZS0023,MAHABANK,N2022148  ,EQ,0,0,0,0,1000,1000,0,17800,-17800,17.80,R,3560
LZS0025,LZS0025,IDFCFIRSTB,N2022148  ,EQ,0,0,0,0,10,10,0,432,-432,43.20,R,86.40
LZV0011,LZV0011,WELSPUNIND,N2022147  ,EQ,1359,1359,1359,0,0,0,100568.05,0,100568.05,0,R,0
LZV0011,LZV0011,WELSPUNIND,N2022148  ,EQ,4000,4000,0,4000,0,0,296800,0,296800,74.20,R,59360
LZV0047,LZV0047,SOBHA,N2022148  ,EQ,100,0,0,0,150,50,69746.9,103010,-33263.10,665.26,R,6652.62
LZV0047,LZV0047,IOLCP,N2022148  ,EQ,150,100,0,100,50,0,55387.5,18290,37097.50,370.98,R,7419.50
LZV0047,LZV0047,WELSPUNIND,N2022147  ,EQ,2000,2000,2000,0,0,0,145300,0,145300,0,R,0
LZV0047,LZV0047,SOBHA,N2022147  ,EQ,300,0,0,0,400,100,205270,273327.5,-68057.50,680.58,R,13611.50
LZV0047,LZV0047,DCAL,N2022148  ,EQ,200,100,0,100,100,0,24620,12015,12605,126.05,R,2521
LZV0047,LZV0047,IOLCP,N2022147  ,EQ,250,0,0,0,550,300,90670,201225,-110555,368.52,R,22111
LZW0013,LZW0013,512499,N2022148  ,EQ,1500,1500,0,1500,0,0,900,0,900,0.60,R,180
LZX0018,LZX0018,IGL,N2022147  ,EQ,500,0,0,0,1000,500,175350,356200,-180850,361.70,R,36170
LZX0018,LZX0018,IGL,N2022148  ,EQ,500,500,0,500,0,0,174000,0,174000,348,R,34800
LZX0018,LZX0018,SPIC,N2022148  ,EQ,2000,2000,2000,0,0,0,106000,0,106000,0,R,0
LZX0018,LZX0018,STERTOOLS,N2022148  ,EQ,0,0,0,0,500,500,0,139275,-139275,278.55,R,27855
LZX0018,LZX0018,KPITTECH,N2022148  ,EQ,0,0,0,0,500,500,0,271450,-271450,542.90,R,54290
LZX0018,LZX0018,GRANULES,N2022147  ,EQ,500,0,0,0,1000,500,157325,316500,-159175,318.35,R,31835
LZX0020,LZX0020,IEX,N2022147  ,EQ,500,0,0,0,1000,500,82925,165750,-82825,165.65,R,16565
LZZ0012,LZZ0012,RPGLIFE,N2022148  ,EQ,0,0,0,0,50,50,0,33387.35,-33387.35,667.75,R,6677.47
LZZ0012,LZZ0012,RUCHIRA,N2022147  ,EQ,200,200,200,0,0,0,27200,0,27200,0,R,0
LZZ0012,LZZ0012,ANDHRAPAP,N2022147  ,EQ,0,0,0,0,50,50,0,19235,-19235,384.70,R,3847
LZZ0019,LZZ0019,JKPAPER,N2022148  ,EQ,200,200,0,200,0,0,79215,0,79215,396.08,R,15843
LZZ0019,LZZ0019,GNFC,N2022148  ,EQ,25,25,0,25,0,0,19425,0,19425,777,R,3885
LZZ0078,LZZ0078,SATIA,N2022147  ,EQ,0,0,0,0,500,500,0,65750,-65750,131.50,R,13150
LZZ0078,LZZ0078,BEML,N2022147  ,EQ,0,0,0,0,100,100,0,145100,-145100,1451,R,29020
LZZ0103,LZZ0103,BAJFINANCE,N2022147  ,EQ,5,5,5,0,0,0,36775.25,0,36775.25,0,R,0
MAA0002,MAA0002,RCF,N2022148  ,EQ,50,50,0,50,0,0,4710,0,4710,94.20,R,942
MAA0002,MAA0002,PDMJEPAPER,N2022148  ,EQ,250,250,0,250,0,0,10287.5,0,10287.50,41.15,R,2057.50
MAA0063,MAA0063,RPOWER,N2022147  ,EQ,650,650,650,0,0,0,8385,0,8385,0,R,0
MAA0063,MAA0063,AXISBANK,N2022148  ,EQ,0,0,0,0,110,110,0,80781,-80781,734.37,R,16156.20
MAA0069,MAA0069,LXCHEM,N2022148  ,EQ,100,100,0,100,0,0,31600,0,31600,316,R,6320
MAA0069,MAA0069,DEEPAKNTR,N2022148  ,EQ,100,100,100,0,0,0,199120,0,199120,0,R,0
MAA0105,MAA0105,TAKE,N2022148  ,EQ,900,450,0,450,450,0,25650,12510,13140,29.20,R,2628
MAC0063,MAC0063,YESBANK,N2022148  ,EQ,6000,6000,0,6000,0,0,102000,0,102000,17,R,20400
MAC0114,MAC0114,TATASTEEL,N2022148  ,EQ,0,0,0,0,400,400,0,42880,-42880,107.20,R,8576
MAC0115,MAC0115,ZOMATO,N2022148  ,EQ,0,0,0,0,500,500,0,28075,-28075,56.15,R,5615
MAK0001,39,KARURVYSYA,N2022148  ,EQ,2000,2000,0,2000,0,0,122000,0,122000,61,R,24400
MAN0029,MAN0029        ,SAIL,N2022148  ,EQ,100,100,0,100,0,0,7665,0,7665,76.65,R,1533
MAN0029,MAN0029        ,IDBI,N2022147  ,EQ,200,200,200,0,0,0,8270,0,8270,0,R,0
MAN0048,MAN0048        ,DBREALTY,Z2022147  ,BE,0,0,0,0,600,600,0,35580,-35580,59.30,Z,7116
MAN0081,MAN0081,RCF,N2022148  ,EQ,1600,1600,0,1600,0,0,150080,0,150080,93.80,R,30016
MAP0074,MAP0074,IDFCFIRSTB,N2022147  ,EQ,300,300,300,0,0,0,12945,0,12945,0,R,0
MAP0074,MAP0074,COALINDIA,N2022148  ,EQ,0,0,0,0,30,30,0,6283.5,-6283.50,209.45,R,1256.70
MAP0074,MAP0074,KNRCON,N2022147  ,EQ,45,45,45,0,0,0,12056,0,12056,0,R,0
MAP0074,MAP0074,UNIONBANK,N2022148  ,EQ,200,200,0,200,0,0,7740,0,7740,38.70,R,1548
MAP0074,MAP0074,OIL,N2022148  ,EQ,0,0,0,0,25,25,0,4690.25,-4690.25,187.61,R,938.05
MAP0074,MAP0074,AXISBANK,N2022147  ,EQ,0,0,0,0,5,5,0,3670.25,-3670.25,734.05,R,734.05
MAP0074,MAP0074,SOTL,N2022148  ,EQ,5,5,5,0,0,0,6746.75,0,6746.75,0,R,0
MAP0074,MAP0074,TATASTEEL,N2022148  ,EQ,200,200,0,200,0,0,21450,0,21450,107.25,R,4290
MAP0074,MAP0074,COALINDIA,N2022147  ,EQ,0,0,0,0,50,50,0,10601.25,-10601.25,212.03,R,2120.25
MAP0147,MAP0147,INFY,N2022148  ,EQ,5,5,0,5,0,0,8005,0,8005,1601,R,1601
MAP0147,MAP0147,SPICEJET,N2022147  ,EQ,100,100,100,0,0,0,4890,0,4890,0,R,0
MAP0147,MAP0147,SPICEJET,N2022148  ,EQ,0,0,0,0,100,100,0,4750,-4750,47.50,R,950
MAP0147,MAP0147,FAIRCHEMOR,N2022147  ,EQ,0,0,0,0,5,5,0,7762.5,-7762.50,1552.50,R,1552.50
MAP0147,MAP0147,JUBLINGREA,N2022147  ,EQ,0,0,0,0,10,10,0,5185,-5185,518.50,R,1037
MAP0147,MAP0147,TITAN,N2022147  ,EQ,0,0,0,0,3,3,0,7072.5,-7072.50,2357.50,R,1414.50
MAP0147,MAP0147,DIVISLAB,N2022147  ,EQ,0,0,0,0,1,1,0,3791,-3791,3791,R,758.20
MAP0147,MAP0147,WELENT,N2022147  ,EQ,0,0,0,0,75,75,0,7773.75,-7773.75,103.65,R,1554.75
MAP0147,MAP0147,ALPA,N2022147  ,EQ,0,0,0,0,100,100,0,6705,-6705,67.05,R,1341
MAP0147,MAP0147,EMAMILTD,N2022147  ,EQ,1,1,1,0,0,0,456,0,456,0,R,0
MAP0147,MAP0147,CONCOR,N2022147  ,EQ,0,0,0,0,10,10,0,7030.5,-7030.50,703.05,R,1406.10
MAP0147,MAP0147,VIKASPROP,N2022148  ,EQ,500,500,0,500,0,0,450,0,450,0.90,R,90
MAP0147,MAP0147,WELCORP,N2022147  ,EQ,0,0,0,0,10,10,0,2225,-2225,222.50,R,445
MAP0147,MAP0147,ENGINERSIN,N2022147  ,EQ,0,0,0,0,150,150,0,10035,-10035,66.90,R,2007
MAP0147,MAP0147,523620,Z2022648  ,BE,0,0,0,0,100,100,0,2550,-2550,25.50,4,510
MAP0147,MAP0147,NFL,N2022148  ,EQ,100,100,0,100,0,0,5070,0,5070,50.70,R,1014
MAP0147,MAP0147,WANBURY,Z2022148  ,BE,100,100,0,100,0,0,6905,0,6905,69.05,Z,1381
MAP0147,MAP0147,SUNPHARMA,N2022148  ,EQ,9,9,0,9,0,0,8176.5,0,8176.50,908.50,R,1635.30
MAP0147,MAP0147,NMDC,N2022147  ,EQ,0,0,0,0,50,50,0,5295,-5295,105.90,R,1059
MAP0147,MAP0147,GUJALKALI,N2022147  ,EQ,0,0,0,0,10,10,0,7850,-7850,785,R,1570
MAP0147,MAP0147,530475,N2022148  ,EQ,10,10,0,10,0,0,3750,0,3750,375,R,750
MAP0147,MAP0147,SRTRANSFIN,N2022147  ,EQ,0,0,0,0,5,5,0,6825,-6825,1365,R,1365
MAP0147,MAP0147,STCINDIA,N2022147  ,EQ,1,1,1,0,0,0,90,0,90,0,R,0
MAP0147,MAP0147,ADANIENT,N2022147  ,EQ,1,1,1,0,0,0,2704.5,0,2704.50,0,R,0
MAP0147,MAP0147,513117,N2022648  ,EQ,0,0,0,0,1000,1000,0,6270,-6270,6.27,3,1254
MAP0147,MAP0147,MMTC,N2022148  ,EQ,50,50,0,50,0,0,1962.5,0,1962.50,39.25,R,392.50
MAP0147,MAP0147,514215,N2022148  ,EQ,1,1,0,1,0,0,235,0,235,235,R,47
MAP0147,MAP0147,ARROWGREEN,N2022147  ,EQ,2,2,2,0,0,0,149,0,149,0,R,0
MAP0147,MAP0147,ARROWGREEN,N2022148  ,EQ,24,24,0,24,0,0,1757.1,0,1757.10,73.21,R,351.42
MAP0147,MAP0147,516110,Z2022147  ,BE,250,250,250,0,0,0,5925,0,5925,0,Z,0
MAP0147,MAP0147,DIGISPICE,N2022147  ,EQ,100,100,100,0,0,0,3425,0,3425,0,R,0
MAP0147,MAP0147,DIGISPICE,N2022148  ,EQ,0,0,0,0,100,100,0,3335,-3335,33.35,R,667
MAP0147,MAP0147,PRAJIND,N2022147  ,EQ,0,0,0,0,15,15,0,5787,-5787,385.80,R,1157.40
MAP0147,MAP0147,523100,N2022147  ,EQ,0,0,0,0,15,15,0,5917.5,-5917.50,394.50,R,1183.50
MAP0147,MAP0147,523100,N2022148  ,EQ,0,0,0,0,10,10,0,3750,-3750,375,R,750
MAP0147,MAP0147,VOLTAS,N2022148  ,EQ,5,5,0,5,0,0,5025,0,5025,1005,R,1005
MAP0147,MAP0147,DCM,N2022147  ,EQ,0,0,0,0,100,100,0,5005,-5005,50.05,R,1001
MAP0147,MAP0147,ALEMBICLTD,N2022147  ,EQ,0,0,0,0,50,50,0,3517.5,-3517.50,70.35,R,703.50
MAP0147,MAP0147,506854,N2022147  ,EQ,4,4,4,0,0,0,2300.2,0,2300.20,0,R,0
MAP0147,MAP0147,PEL,N2022148  ,EQ,3,3,0,3,0,0,5193,0,5193,1731,R,1038.60
MAP0147,MAP0147,IDBI,N2022147  ,EQ,150,150,150,0,0,0,6257.5,0,6257.50,0,R,0
MAP0147,MAP0147,CRISIL,N2022148  ,EQ,5,5,0,5,0,0,16025,0,16025,3205,R,3205
MAP0147,MAP0147,CGPOWER,N2022147  ,EQ,25,25,25,0,0,0,5737.5,0,5737.50,0,R,0
MAP0147,MAP0147,BHEL,N2022147  ,EQ,0,0,0,0,100,100,0,5375,-5375,53.75,R,1075
MAP0147,MAP0147,BHEL,N2022148  ,EQ,0,0,0,0,100,100,0,5310,-5310,53.10,R,1062
MAP0147,MAP0147,ZOMATO,N2022147  ,EQ,0,0,0,0,100,100,0,5250,-5250,52.50,R,1050
MAP0147,MAP0147,ASAL,N2022147  ,EQ,0,0,0,0,10,10,0,4465,-4465,446.50,R,893
MAP0147,MAP0147,BIRLATYRE,Z2022147  ,BE,0,0,0,0,1000,1000,0,5500,-5500,5.50,Z,1100
MAP0147,MAP0147,532745,N2022148  ,EQ,0,0,0,0,150,150,0,4507.5,-4507.50,30.05,R,901.50
MAP0147,MAP0147,TECHM,N2022148  ,EQ,10,10,0,10,0,0,10550,0,10550,1055,R,2110
MAP0147,MAP0147,PAISALO,N2022147  ,EQ,0,0,0,0,100,100,0,7545.45,-7545.45,75.45,R,1509.09
MAP0147,MAP0147,APLAPOLLO,N2022148  ,EQ,1,1,0,1,0,0,1054.75,0,1054.75,1054.75,R,210.95
MAP0147,MAP0147,AARVI,N2022147  ,EQ,0,0,0,0,31,31,0,3055.05,-3055.05,98.55,R,611.01
MAP0147,MAP0147,EASEMYTRIP,N2022147  ,EQ,0,0,0,0,10,10,0,3815,-3815,381.50,R,763
MAP0147,MAP0147,EASEMYTRIP,N2022148  ,EQ,16,16,0,16,0,0,6438.5,0,6438.50,402.41,R,1287.70
MAP0147,MAP0147,GATEWAY,N2022147  ,EQ,0,0,0,0,100,100,0,6960,-6960,69.60,R,1392
MAP0147,MAP0147,AWL,Z2022147  ,BE,0,0,0,0,10,10,0,6955,-6955,695.50,Z,1391
MAP0147,MAP0147,AWL,Z2022148  ,BE,0,0,0,0,15,15,0,10350.75,-10350.75,690.05,Z,2070.15
MAP0147,MAP0147,NIACL,N2022147  ,EQ,100,100,100,0,0,0,9142.5,0,9142.50,0,R,0
MAP0147,MAP0147,541865,N2022147  ,EQ,0,0,0,0,50,50,0,5002.5,-5002.50,100.05,R,1000.50
MAP0147,MAP0147,ZEELEARN,N2022148  ,EQ,0,0,0,0,1000,1000,0,7000,-7000,7,R,1400
MAP0147,MAP0147,SURANASOL,N2022148  ,EQ,0,0,0,0,250,250,0,5512.5,-5512.50,22.05,R,1102.50
MAP0147,MAP0147,INVENTURE,N2022147  ,EQ,0,0,0,0,1500,1500,0,4350,-4350,2.90,R,870
MAP0147,MAP0147,533602,Z2022147  ,BE,500,500,500,0,0,0,6785,0,6785,0,Z,0
MAP0147,MAP0147,INDUSTOWER,N2022147  ,EQ,0,0,0,0,30,30,0,6202.5,-6202.50,206.75,R,1240.50
MAP0147,MAP0147,VISHAL,N2022147  ,EQ,0,0,0,0,250,250,0,6125,-6125,24.50,R,1225
MAP0147,MAP0147,MINDACORP,N2022147  ,EQ,0,0,0,0,25,25,0,5898.75,-5898.75,235.95,R,1179.75
MAP0147,MAP0147,538987,N2022147  ,EQ,0,0,0,0,25,25,0,8900,-8900,356,R,1780
MAP0147,MAP0147,539011,Z2022147  ,BE,0,0,0,0,15,15,0,3052.5,-3052.50,203.50,Z,610.50
MAP0147,MAP0147,EQUITAS,N2022147  ,EQ,1,1,1,0,0,0,100,0,100,0,R,0
MAP0147,MAP0147,UJJIVAN,N2022148  ,EQ,1,1,0,1,0,0,181.15,0,181.15,181.15,R,36.23
MAP0147,MAP0147,GODREJPROP,N2022147  ,EQ,0,0,0,0,5,5,0,7255,-7255,1451,R,1451
MAP0147,MAP0147,GPPL,N2022147  ,EQ,0,0,0,0,75,75,0,6071.25,-6071.25,80.95,R,1214.25
MAP0147,MAP0147,GPPL,N2022148  ,EQ,0,0,0,0,50,50,0,4055,-4055,81.10,R,811
MAP0147,MAP0147,ONMOBILE,N2022148  ,EQ,0,0,0,0,25,25,0,3026.25,-3026.25,121.05,R,605.25
MAP0147,MAP0147,RAMCOSYS,N2022147  ,EQ,200,0,0,0,250,50,56276,70125,-13849,276.98,R,2769.80
MAP0147,MAP0147,GATI,N2022147  ,EQ,0,0,0,0,75,75,0,12112.5,-12112.50,161.50,R,2422.50
MAP0147,MAP0147,GATI,N2022148  ,EQ,0,0,0,0,50,50,0,7775,-7775,155.50,R,1555
MAP0147,MAP0147,GABRIEL,N2022147  ,EQ,0,0,0,0,100,100,0,13325,-13325,133.25,R,2665
MAP0147,MAP0147,UNICHEMLAB,N2022148  ,EQ,1,1,0,1,0,0,289.6,0,289.60,289.60,R,57.92
MAP0147,MAP0147,539594,N2022147  ,EQ,0,0,0,0,1000,1000,0,8300,-8300,8.30,R,1660
MAP0147,MAP0147,RELIANCE,N2022147  ,EQ,1,1,1,0,0,0,2605,0,2605,0,R,0
MAP0147,MAP0147,RAYMOND,N2022147  ,EQ,0,0,0,0,10,10,0,9635,-9635,963.50,R,1927
MAP0147,MAP0147,FCL,N2022148  ,EQ,39,39,0,39,0,0,9175.5,0,9175.50,235.27,R,1835.10
MAP0147,MAP0147,ASTRON,N2022147  ,EQ,0,0,0,0,100,100,0,3905,-3905,39.05,R,781
MAP0147,MAP0147,538778,Z2022147  ,EQ,55,55,55,0,75,75,4672.25,6228.75,-1556.50,83.85,Z,1257.8080
MAP0147,MAP0147,538778,Z2022148  ,EQ,20,20,0,20,0,0,1787,0,1787,89.35,Z,357.40
MAP0147,MAP0147,DCAL,N2022147  ,EQ,1,1,1,0,0,0,123.45,0,123.45,0,R,0
MAP0147,MAP0147,INDSWFTLTD,N2022147  ,EQ,5,5,5,0,0,0,53.25,0,53.25,0,R,0
MAP0147,MAP0147,524687,N2022148  ,EQ,0,0,0,0,500,500,0,11063.9,-11063.90,22.13,R,2212.78
MAP0147,MAP0147,IDEA,N2022148  ,EQ,0,0,0,0,500,500,0,4425,-4425,8.85,R,885
MAP0147,MAP0147,JMCPROJECT,N2022148  ,EQ,0,0,0,0,50,50,0,4125,-4125,82.50,R,825
MAP0147,MAP0147,KALPATPOWR,N2022147  ,EQ,5,5,5,0,0,0,1867.5,0,1867.50,0,R,0
MAP0147,MAP0147,SUBROS,N2022147  ,EQ,0,0,0,0,25,25,0,8173.75,-8173.75,326.95,R,1634.75
MAP0147,MAP0147,THERMAX,N2022147  ,EQ,0,0,0,0,2,2,0,4150,-4150,2075,R,830
MAP0147,MAP0147,500449,N2022147  ,EQ,0,0,0,0,250,250,0,7924.25,-7924.25,31.70,R,1584.85
MAP0147,MAP0147,LSIL,N2022148  ,EQ,0,0,0,0,100,100,0,1550,-1550,15.50,R,310
MAP0147,MAP0147,VIPIND,N2022147  ,EQ,0,0,0,0,10,10,0,6140.5,-6140.50,614.05,R,1228.10
MAP0147,MAP0147,LICHSGFIN,N2022148  ,EQ,1,1,0,1,0,0,384.55,0,384.55,384.55,R,76.91
MAP0147,MAP0147,LUPIN,N2022147  ,EQ,0,0,0,0,10,10,0,6360.5,-6360.50,636.05,R,1272.10
MAP0147,MAP0147,TCS,N2022147  ,EQ,5,5,5,0,0,0,16575,0,16575,0,R,0
MAP0147,MAP0147,523732,N2022148  ,EQ,0,0,0,0,350,350,0,9355,-9355,26.73,R,1871
MAP0147,MAP0147,ABFRL,N2022147  ,EQ,0,0,0,0,20,20,0,5556,-5556,277.80,R,1111.20
MAP0147,MAP0147,536264,N2022148  ,EQ,5,5,0,5,0,0,1159.25,0,1159.25,231.85,R,231.85
MAP0147,MAP0147,JISLDVREQS,N2022147  ,EQ,1,1,1,0,0,0,19.95,0,19.95,0,R,0
MAP0147,MAP0147,FACT,N2022148  ,EQ,4,4,0,4,0,0,482,0,482,120.50,R,96.40
MAP0147,MAP0147,DELHIVERY,N2022147  ,EQ,0,0,0,0,10,10,0,6050.5,-6050.50,605.05,R,1210.10
MAP0147,MAP0147,PARADEEP,N2022148  ,EQ,0,0,0,0,150,150,0,7425,-7425,49.50,R,1485
MAP0147,MAP0147,EMAMIPAP,N2022147  ,EQ,0,0,0,0,50,50,0,8362.5,-8362.50,167.25,R,1672.50
MAP0147,MAP0147,TERASOFT,N2022147  ,EQ,15,15,15,0,0,0,596.25,0,596.25,0,R,0
MAP0147,MAP0147,TERASOFT,N2022148  ,EQ,186,186,0,186,0,0,7343.4,0,7343.40,39.48,R,1468.68
MAP0147,MAP0147,534618,N2022147  ,EQ,10,10,10,0,0,0,3536.75,0,3536.75,0,R,0
MAP0147,MAP0147,GRAPHITE,N2022147  ,EQ,0,0,0,0,15,15,0,6556.5,-6556.50,437.10,R,1311.30
MAP0147,MAP0147,CHAMBLFERT,N2022148  ,EQ,0,0,0,0,10,10,0,3210,-3210,321,R,642
MAU0002,MAU0002,YESBANK,N2022147  ,EQ,0,0,0,0,5000,5000,0,81500,-81500,16.30,R,16300
MAU0007,MAU0007,VTL,N2022148  ,EQ,100,100,0,100,0,0,31635.05,0,31635.05,316.35,R,6327.01
MAU0007,MAU0007,541167,Z2022148  ,EQ,50,50,0,50,0,0,81270.7,0,81270.70,1625.41,Z,16254.14
MAU0007,MAU0007,514183,N2022147  ,EQ,200,200,200,0,0,0,37488.8,0,37488.80,0,R,0
MAX0580,MAX0580,CDSL,N2022147  ,EQ,0,0,0,0,35,35,0,40640.25,-40640.25,1161.15,R,8128.05
MAX0580,MAX0580,CDSL,N2022148  ,EQ,0,0,0,0,9,9,0,10151.1,-10151.10,1127.90,R,2030.22
MAX0580,MAX0580,540135,N2022147  ,EQ,10231,10231,10231,0,0,0,11356.41,0,11356.41,0,R,0
MAX0843,MAX0843,INDIAGLYCO,N2022147  ,EQ,0,0,0,0,100,100,0,88254.9,-88254.90,882.55,R,17650.98
MAX0843,MAX0843,LICI,N2022148  ,EQ,0,0,0,0,50,50,0,33600,-33600,672,R,6720
MAX0843,MAX0843,WIPRO,N2022147  ,EQ,0,0,0,0,50,50,0,21560,-21560,431.20,R,4312
MAX0843,MAX0843,ZOMATO,N2022147  ,EQ,100,100,100,0,0,0,5280,0,5280,0,R,0
MAX0930,MAX0930,GUJALKALI,N2022148  ,EQ,10,10,0,10,0,0,8002.5,0,8002.50,800.25,R,1600.50
MAX0930,MAX0930,AWL,Z2022148  ,BE,0,0,0,0,5,5,0,3407.5,-3407.50,681.50,Z,681.50
MAX0930,MAX0930,PARAS,N2022148  ,EQ,0,0,0,0,2,2,0,1340.2,-1340.20,670.10,R,268.04
MAX0930,MAX0930,IBULHSGFIN,N2022148  ,EQ,0,0,0,0,130,130,0,15785.5,-15785.50,121.43,R,3157.10
MAX0930,MAX0930,RELIANCE,N2022147  ,EQ,10,10,10,0,0,0,25900,0,25900,0,R,0
MAX0930,MAX0930,ADANIPOWER,N2022147  ,EQ,30,30,30,0,0,0,10348.5,0,10348.50,0,R,0
MAX0930,MAX0930,JUBLFOOD,N2022148  ,EQ,0,0,0,0,100,100,0,57600,-57600,576,R,11520
MAX0930,MAX0930,ADANITRANS,N2022147  ,EQ,15,15,15,0,0,0,51897.35,0,51897.35,0,R,0
MAX0930,MAX0930,PATANJALI,Z2022148  ,BE,0,0,0,0,5,5,0,5615,-5615,1123,Z,1123
MAX0930,MAX0930,BHARATFORG,N2022148  ,EQ,0,0,0,0,60,60,0,43077.5,-43077.50,717.96,R,8615.50
MAX0996,MAX0996,531694,N2022648  ,EQ,10,10,0,10,0,0,110,0,110,11,3,22
MAX1006,MAX1006,ANURAS,N2022147  ,EQ,0,0,0,0,20,20,0,15562,-15562,778.10,R,3112.40
MAX1006,MAX1006,INFY,N2022148  ,EQ,15,15,10,5,0,0,24000,0,24000,1600,R,1600
MAX1006,MAX1006,GRANULES,N2022148  ,EQ,0,0,0,0,42,42,0,12799.5,-12799.50,304.75,R,2559.90
MAX1006,MAX1006,INFY,N2022147  ,EQ,10,10,10,0,0,0,15564,0,15564,0,R,0
MAX1006,MAX1006,TCS,N2022147  ,EQ,3,3,3,0,0,0,9885,0,9885,0,R,0
MAX1006,MAX1006,TECHM,N2022147  ,EQ,0,0,0,0,40,40,0,42120,-42120,1053,R,8424
MAX1111,MAX1111,ADANIGREEN,N2022147  ,EQ,0,0,0,0,6,6,0,13559.7,-13559.70,2259.95,R,2711.94
MAX1218,MAX1218,WIPRO,N2022148  ,EQ,0,0,0,0,40,40,0,17320,-17320,433,R,3464
MAX1218,MAX1218,WIPRO,N2022147  ,EQ,50,50,50,0,0,0,21575,0,21575,0,R,0
