Date,CM Code,CM Name,CP Code,TM Code,TM Name,End Client,Allocation at BOD,Allocations during the Day,Deallocation during the Day,Allocation at EOD,OWN Collateral at BOD,OWN Collateral added during Day,OWN Collateral reduced during Day,OWN Collateral at EOD,OWN Others Collateral at BOD,OWN Others Collateral added during Day,OWN Others Collateral reduced during Day,OWN Others Collateral at EOD,Total Collateral at EOD,Eligible Collateral at EOD,Margin Utilisation
04-08-2022 12.00.00 AM,8200,SMC,,10515,SMC,FOA2824        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33389
04-08-2022 12.00.00 AM,8200,SMC,,10515,SMC,FFM0918        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6554.86
04-08-2022 12.00.00 AM,8200,SMC,,10515,SMC,GGQ0176        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54260.06
04-08-2022 12.00.00 AM,8200,SMC,,10515,SMC,FFO1168        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13109.73
04-08-2022 12.00.00 AM,8200,SMC,,10515,SMC,GSB0028        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47705.20
04-08-2022 12.00.00 AM,8200,SMC,,10515,SMC,FNZ0015        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47848.82
04-08-2022 12.00.00 AM,8200,SMC,,10515,SMC,FNZ0044        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382358.20
04-08-2022 12.00.00 AM,8200,SMC,,10515,SMC,GNT0046        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26711.20
04-08-2022 12.00.00 AM,8200,SMC,,10515,SMC,FUH0021        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6554.86
04-08-2022 12.00.00 AM,8200,SMC,,10515,SMC,FTA0006        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65479.13
04-08-2022 12.00.00 AM,8200,SMC,,10515,SMC,FOA2573        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142088.28
04-08-2022 12.00.00 AM,8200,SMC,,10515,SMC,GZR0009        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425555
04-08-2022 12.00.00 AM,8200,SMC,,10515,SMC,HNA0152        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98218.69
04-08-2022 12.00.00 AM,8200,SMC,,10515,SMC,HAO0007        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305057.81
04-08-2022 12.00.00 AM,8200,SMC,,10515,SMC,HNA0174        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32739.56
04-08-2022 12.00.00 AM,8200,SMC,,10515,SMC,HPO0465        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552567.64
04-08-2022 12.00.00 AM,8200,SMC,,10515,SMC,HPO0617        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9691134.17
04-08-2022 12.00.00 AM,8200,SMC,,10515,SMC,HPS1426        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19040.91
