msgId,requestType,curDate,seg,cmCode,tmCode,cpCode,cliCode,accType,amt,action,RespStatus,RespMessagesCode,RespFeildMsg,RespValidationMsg,CreateDateTime
07714202206156670443,I,15-Jun-2022,CM,07714,07714,,NOK21,C,50,C,SUCCESS,01010000,,Submitted to server successfully,15-06-2022 4.46.22 PM
07714202206156670443,I,15-Jun-2022,CM,07714,07714,,NOK21,C,50,C,SUCCESS,01010000,,Submitted to server successfully,15-06-2022 4.46.36 PM
