msgId,requestType,curDate,seg,cmCode,tmCode,cpCode,cliCode,accType,amt,action,RespStatus,RespMessagesCode,RespFeildMsg,RespValidationMsg,CreateDateTime
07714202206158956619,I,15-Jun-2022,CM,07714,07714,,NOK21,C,50,P,SUCCESS,01010000,,Submitted to server successfully,15-06-2022 4.40.19 PM07714202206158956619,I,15-Jun-2022,CM,07714,07714,,NOK21,C,50,P,SUCCESS,01010000,,Submitted to server successfully,15-06-2022 4.40.37 PM
