msgId,requestType,curDate,seg,cmCode,tmCode,cpCode,cliCode,accType,amt,action,RespStatus,RespMessagesCode,RespFeildMsg,RespValidationMsg,CreateDateTime
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD1088        ,C,10011.8,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD1205        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD1210        ,C,1079.565,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD1235        ,C,8117.56,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD1325        ,C,32842.645,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD1331        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD1484        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD1500        ,C,5384.98,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD1748        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD1753        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD1773        ,C,48844.325,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD1779        ,C,84937.135,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD1799        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD1821        ,C,11232.7,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD1921        ,C,23059.58,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD1998        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2069        ,C,627.45,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2094        ,C,9591.59,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2111        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2143        ,C,27652.23,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2144        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2148        ,C,10000,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2174        ,C,26735.28,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2177        ,C,10097.29,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2273        ,C,54395.055,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2359        ,C,52769.555,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2377        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2393        ,C,54602.51,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2405        ,C,2898.56,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2427        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2446        ,C,7601.985,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2466        ,C,7119.99,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2483        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2486        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2561        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2562        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2570        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2577        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2589        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2594        ,C,65954.42,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2621        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2633        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2660        ,C,867.645,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2661        ,C,1735.995,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2667        ,C,53448.565,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.43 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2669        ,C,1548.67,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2673        ,C,215267.1,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2683        ,C,1426.565,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2714        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2718        ,C,1227.375,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2735        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2746        ,C,306874.48,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2753        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2757        ,C,1327.6,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2787        ,C,70836.77,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2792        ,C,25057.98,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2817        ,C,3262.08,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2839        ,C,158426.9,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2840        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2892        ,C,7011.175,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2916        ,C,35234.35,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2949        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2953        ,C,939.64,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2975        ,C,13282.915,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2977        ,C,17162.285,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2982        ,C,13054.21,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD2984        ,C,26144.41,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3044        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3054        ,C,6238.56,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3066        ,C,16848.475,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3100        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3103        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3104        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3116        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3124        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3148        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3161        ,C,4069.78,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3167        ,C,14787.5,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3179        ,C,1293.465,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3182        ,C,267.09,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3187        ,C,1202.94,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3193        ,C,9021.575,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3201        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3218        ,C,8104.55,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3281        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3311        ,C,5984.69,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3314        ,C,8637.35,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3331        ,C,564.66,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3336        ,C,780.96,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3349        ,C,9384.665,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3353        ,C,65859.89,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3367        ,C,56.01,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3378        ,C,1152.59,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3388        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3417        ,C,160128.065,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3432        ,C,23166.36,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3433        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3448        ,C,292844.25,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3459        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3488        ,C,28671.43,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3513        ,C,4481.5,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3517        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3549        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3550        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3575        ,C,2237.2,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3583        ,C,4659.95,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3600        ,C,5244.03,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3610        ,C,1188.205,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3613        ,C,35259.91,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3618        ,C,1336.18,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3633        ,C,5272.645,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3660        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3668        ,C,7974.45,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3674        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3684        ,C,63749.33,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3723        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3725        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3735        ,C,26398.885,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3754        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3764        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3771        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3779        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
07714202206152086850,I,15-Jun-2022,CM,07714,07714,,CAD3780        ,C,0,U,ERROR,01010212,,Service Unavailable/ Timing window over,15-06-2022 6.02.44 PM
