msgId,requestType,curDate,seg,cmCode,tmCode,cpCode,cliCode,accType,amt,action,RespStatus,RespMessagesCode,RespFeildMsg,RespValidationMsg,CreateDateTime,Source
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CAI0297        ,C,1475.44,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CAI0309        ,C,7759.24,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CAK0043        ,C,3014.97,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CAK0068        ,C,18793.21,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CAK0088        ,C,1366.55,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CA189          ,C,127396.09,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CRB7           ,C,2223.685,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CAN0065        ,C,29696.29,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CS219          ,C,982500.03,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CMZH           ,C,64577.89,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CSBS           ,C,1775.865,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CAR0035        ,C,4230.34,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CAR0074        ,C,553.22,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CAR0097        ,C,284.07,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CAR0115        ,C,5030.635,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CSN4           ,C,3294.59,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CD328          ,C,6659.84,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CS1081         ,C,2819.11,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CBB0089        ,C,1415.04,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CBB0115        ,C,7606.62,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CA124          ,C,239554.945,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CBNH           ,C,489170.175,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CK171          ,C,6001.94,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CUNH           ,C,712251.705,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CVNB           ,C,15040.56,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CBF0169        ,C,4096.565,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CBF0170        ,C,2081.805,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CBF0173        ,C,2220.46,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CBF0183        ,C,3092.75,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CBF0184        ,C,3753.04,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CBF0185        ,C,7642.91,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CBF0186        ,C,2053.67,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CP427          ,C,6116.12,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CBJ0058        ,C,5100,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CBBH           ,C,10719.445,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CDBSB          ,C,14737.26,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CBL0107        ,C,573.96,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CMSDN          ,C,2324.85,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CZ45           ,C,22665.03,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CZUJ           ,C,50000,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CSSEN          ,C,43336.06,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CBL0337        ,C,1453.51,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CBL0342        ,C,10157.03,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
07714202207041153092,I,04-Jul-2022,CM,07714,07714,,CBL0359        ,C,70000,U,SUCCESS,01010000,,Submitted to server successfully,04-07-2022 3.36.23 PM,Focus
